idloc,edadloc,correo,paginas,telefono,impresa,servicio,nomina,idmercado,tamamer,promo,ropamujer
1395,11,12940,96,43,22925.79,33,12424,7,Pequeño,3,54118.2639347863
893,4,10415,72,38,39180.66,28,9902,2,Pequeño,2,58790.0564366563
918,19,9997,88,29,37165.82,59,44131,6,Grande,1,51605.6446605676
865,7,10004,74,29,24026.66,36,8351,2,Pequeño,2,47839.2572361158
710,12,9468,87,30,19099.21,53,9058,3,Pequeño,2,56910.3024049471
285,3,2212,60,22,36615.14,30,6169,5,Pequeño,2,41437.9442450376
1016,6,10104,62,40,32716.31,36,42238,1,Grande,1,47297.8824701836
146,4,14262,98,52,25609.82,57,34039,3,Grande,2,59336.9161891296
873,2,12673,89,54,23007.3,35,19359,9,Median,3,29778.2175056596
1427,17,9137,83,39,30084.8,58,9457,3,Pequeño,3,56614.8233145641
531,1,10874,82,37,18370.12,35,12051,4,Pequeño,2,32255.617079597
1978,18,14588,94,53,23548.98,43,11852,8,Median,1,44443.3699676609
931,2,4909,54,23,32512.44,41,10617,1,Pequeño,2,17382.3680612699
175,18,14450,112,44,26773.82,66,3038,1,Pequeño,3,88994.9081027548
327,13,9162,86,34,39997.1,50,6449,7,Pequeño,3,66696.4400573744
646,3,10555,83,39,32190.7,41,5906,2,Pequeño,2,35752.2705199301
651,5,9453,77,34,27558.82,39,12532,2,Pequeño,2,62077.81358095
705,3,13049,89,55,21172.64,33,15787,6,Median,3,77560.883627789
245,12,9372,60,30,22890.11,46,21681,2,Grande,2,44038.0941792908
1647,20,12854,94,44,36037.12,52,7414,4,Pequeño,2,58358.6449308804
29,5,9132,82,32,28184.79,18,24263,2,Grande,1,33201.77
1852,25,10266,51,33,26635.47,60,6364,3,Pequeño,3,43192.7239891189
679,7,13180,101,43,28652.57,43,9685,7,Pequeño,2,67940.1350797901
1970,15,9697,81,33,22950.52,63,7129,1,Pequeño,2,51656.7103472571
1411,10,9163,85,28,37731.87,58,29076,6,Grande,1,85796.5390023458
770,19,11813,100,45,37530.2,53,8019,2,Pequeño,3,65594.5981014046
754,10,10533,58,36,19976.19,36,37890,5,Grande,1,34824.1596100913
1527,3,9164,76,34,31823.65,24,36205,6,Median,1,28851.9196392145
1840,4,12570,105,52,34585.17,39,10479,3,Pequeño,2,68131.5866297783
1559,8,10534,93,37,18124.53,28,8442,6,Pequeño,3,28090.5199887757
1859,2,13999,114,50,32086.91,39,50869,8,Grande,1,64738.7328406448
628,9,12825,97,41,23997.85,35,24643,1,Median,3,48567.8009177667
1889,13,11603,103,52,38122.09,62,12036,5,Median,2,63365.633672398
300,24,14183,112,59,18236.28,51,23995,6,Median,3,66370.5952976329
1525,10,12752,89,53,28730.42,40,47425,9,Grande,2,70838.9533464948
1991,3,9383,74,28,39044.89,36,8128,1,Median,2,30190.7571353188
1579,2,13205,108,55,21656.49,43,41447,5,Grande,2,38391.8046431847
1109,4,14821,91,59,18712.36,31,8148,8,Pequeño,3,36008.9081604627
418,12,12974,107,42,19724.51,46,68926,9,Grande,1,58009.1002340801
485,1,9210,81,37,34696.41,41,44066,6,Median,1,42936.3666738289
1269,16,9712,84,36,37202.63,57,19663,6,Median,1,49629.290150741
452,3,13698,100,53,28483.92,37,7280,8,Pequeño,2,37795.0506710667
1572,23,12503,100,42,30527.28,46,30954,4,Median,1,55213.9460617359
863,9,9422,88,31,36862.7,38,11617,4,Median,2,73568.6072682194
1321,1,10608,82,31,38836.39,43,1882,3,Pequeño,2,52283.4292312242
1779,20,10981,76,36,39625.65,55,13685,6,Median,2,79458.1342279641
77,6,11419,87,41,29108.63,47,20910,7,Pequeño,1,50884.34
1106,4,11767,108,45,18211.97,18,5546,9,Pequeño,3,25662.1056120826
1555,14,10702,72,30,19156.77,61,36486,5,Grande,2,54720.7930731834
1095,9,14021,100,45,18371.12,38,20062,8,Median,2,51115.7904387534
186,3,10410,74,35,33117.33,22,9550,3,Pequeño,3,36261.6290806042
419,4,4929,58,24,38713.74,32,7320,1,Pequeño,3,31249.8747816492
1953,7,9845,72,30,29721.84,37,11482,9,Pequeño,3,40646.2742959881
1901,2,9106,51,35,19367.06,37,87334,1,Grande,1,21035.349150463
492,4,13699,110,59,33180.87,42,98925,4,Grande,1,57012.6871970953
1699,23,10297,75,33,25415.26,67,21286,9,Grande,2,45769.3036395068
1267,10,11765,97,49,24966.48,38,44845,5,Grande,1,65262.8064536202
681,7,11635,113,49,31106.97,40,28922,6,Grande,2,98278.5458620221
428,15,14397,93,51,22544.96,45,13817,8,Median,2,63326.3954236767
1304,2,10017,54,36,36766.37,22,43772,2,Grande,1,30351.3071170353
504,2,10338,68,29,22329.71,41,10385,8,Pequeño,3,32960.7276325756
27,2,8613,92,23,29190.44,28,22956,2,Grande,1,34637.01
1148,15,10040,76,31,36978.99,63,49085,1,Grande,1,67834.4395304709
1345,10,9331,86,39,21051.23,56,7669,3,Pequeño,3,46035.4889687951
1469,25,9735,71,37,18574.64,59,8890,6,Pequeño,2,35314.2165310547
188,1,9743,103,36,20251.49,36,106038,9,Grande,1,25457.0032309398
1651,2,9213,79,30,31662.22,32,14909,1,Median,2,32642.7645746934
1442,4,13939,96,56,23488.42,62,25087,7,Grande,2,50078.9023894883
1566,14,13649,101,42,34040.57,48,5396,7,Pequeño,2,58141.4358588321
1656,6,10711,112,39,38328,34,20395,7,Median,2,74004.0878300929
403,10,11639,100,55,28095.02,32,5939,4,Pequeño,2,71128.5501314381
213,9,13836,110,56,28782.63,57,53655,3,Grande,1,88876.2138241079
1986,19,15114,91,55,39882.24,56,84639,6,Grande,1,62289.4955571328
624,2,14051,105,44,21882.57,41,57270,1,Grande,1,57638.9052959355
615,9,11124,80,28,20377.65,57,25932,2,Median,1,65507.6361910467
555,2,3064,65,18,36433.82,38,23578,4,Median,2,22643.1656263936
1063,22,15053,114,49,25793.67,57,20864,4,Median,3,77515.2510166799
894,6,10222,75,33,26231.4,41,15019,3,Pequeño,3,52762.8892960595
964,9,9743,79,31,33180.2,28,59461,4,Grande,1,62693.4698569476
159,6,10869,84,40,21334.39,60,6364,8,Pequeño,2,57627.4407307072
1981,23,9186,58,38,30263.41,47,11320,9,Pequeño,2,45511.0188294521
3,6,7752,85,20,28949.65,22,25121,1,Grande,2,30908.49
52,10,9924,77,33,28142.24,28,20718,5,Grande,2,22573.29
117,11,8290,88,29,27426.47,20,24884,1,Grande,2,18236.13
1424,25,8239,53,27,19264.39,51,46084,2,Grande,2,24993.5111084508
1592,10,9466,74,31,18761.8,43,7061,4,Median,3,47846.370146086
136,20,9299,74,32,31868.11,47,13211,2,Pequeño,3,42208.2777016252
412,1,9994,72,29,28934.06,41,18586,2,Median,1,45207.6529074782
465,12,10412,88,30,32145.5,50,27682,7,Grande,1,70700.9368449184
366,25,10535,87,35,35582.1,66,11770,3,Pequeño,2,57384.3995972207
1374,22,10146,59,33,27392.19,45,15248,1,Median,1,29330.7688978993
717,17,9626,84,37,30866.12,57,28117,1,Median,2,65535.928784306
278,19,14561,93,53,22328.28,54,15016,3,Median,2,65112.9255057329
1706,10,3256,52,24,35715.31,64,33134,2,Grande,2,51387.0052209792
647,21,13126,95,44,22053.91,56,15525,3,Median,3,53723.672438557
550,10,10989,112,30,32294.02,54,37007,6,Grande,1,64936.2122514817
1229,9,12846,104,49,32027.29,32,24457,2,Median,1,65468.2284743969
667,21,9208,84,40,35959.54,44,11931,2,Median,3,70176.8836827513
239,9,9233,80,39,27288.7,67,15300,2,Median,2,66454.1782422748
1583,25,10157,75,35,34701.06,51,25945,6,Median,3,63418.2642327914
719,8,10937,104,38,32043.36,68,101418,3,Grande,1,70282.0005510533
1539,19,13960,92,47,26888.36,64,40085,3,Grande,2,66490.3439104905
380,2,9918,76,33,25958.91,28,34640,5,Grande,2,26004.5809111783
1160,1,10128,80,33,30303.35,16,41851,7,Grande,1,22586.6406167732
987,19,10762,73,34,21203.62,63,11817,3,Median,3,50903.9573395319
1118,4,10191,87,28,39435.31,40,10035,7,Median,3,65446.5267744014
311,2,12183,92,54,37681.21,15,22276,9,Median,1,45132.2337887366
1513,16,7376,64,20,20365.67,59,11378,8,Median,2,44011.2215167598
60,2,10069,87,37,22909.04,40,23523,5,Grande,1,44547.37
496,10,10240,81,31,37313.42,40,4454,9,Pequeño,3,44405.6251708522
1838,12,13446,91,51,33747.65,44,13047,4,Pequeño,2,69334.4258340411
592,2,8346,58,20,31285.16,27,20745,1,Median,2,20895.515190147
25,12,8565,91,24,34392.47,23,18115,2,Grande,2,34424.09
1338,4,9827,68,28,39787.56,18,16891,1,Median,2,42104.5377632563
766,20,10414,88,40,33619.88,51,35126,7,Grande,1,60439.2051298585
973,1,10827,96,30,18082.35,34,42694,6,Grande,2,28354.1008544814
799,18,14981,109,41,29596.12,64,8211,7,Pequeño,3,66216.0084908896
1906,3,14156,96,52,25056.83,29,5592,7,Pequeño,3,35474.2696801749
1836,15,10718,85,29,25769.93,47,26219,5,Grande,2,81581.7721479719
829,5,11063,83,30,36151.53,42,35504,3,Median,1,54357.6636271193
1346,18,10073,92,29,26329.83,51,39486,3,Median,2,52123.2791247344
977,10,9636,113,30,26476.27,39,5809,4,Pequeño,2,44788.0138245915
526,8,14679,109,55,37805.14,64,19369,3,Median,3,110708.380962215
1435,16,9227,56,29,26375.6,44,17986,2,Median,3,49502.7867701081
1650,2,9686,102,32,30001.73,37,44412,4,Grande,1,31481.8921645544
1672,21,10838,73,31,19350.68,53,12557,3,Pequeño,2,41554.0742035338
1796,6,9886,77,35,34585.39,65,42895,2,Grande,1,80939.97944515
1879,1,9158,52,40,32551.18,31,7401,8,Pequeño,2,38850.5168028006
661,17,14954,97,48,26755.39,47,8703,9,Pequeño,2,57742.5328395891
967,1,7303,56,26,25725.06,27,4069,5,Pequeño,2,29007.9631591699
237,4,9145,77,31,25930.21,34,55263,4,Grande,2,36598.5306872704
856,10,9615,83,31,18206.06,49,8118,6,Median,2,39401.0004252865
1479,1,10726,84,31,21771.35,26,3353,9,Pequeño,3,33297.7851184762
687,20,3664,68,20,27053.6,66,5293,8,Pequeño,2,37316.2185535177
989,14,10661,88,37,30298.87,52,19421,8,Median,1,75005.4156870273
546,7,13787,89,55,19162.73,35,32596,4,Grande,1,41774.4194858463
1246,3,10290,86,32,34132.75,16,10762,5,Median,2,48816.8500044374
1386,8,9270,80,40,22489,28,16347,4,Median,2,34797.2847534082
1454,10,12357,102,42,38990.52,46,31793,2,Grande,2,91966.7915386217
1300,24,10026,74,40,30964.76,46,62114,3,Grande,1,42308.8655541763
48,10,9873,83,29,31942.43,36,22891,4,Pequeño,3,46639.55
83,3,11224,57,41,32246.55,46,18277,8,Median,2,46385.56
844,15,10624,78,32,32954.04,56,18128,2,Grande,2,73635.2785491911
1402,4,10738,84,31,39849,28,22467,1,Median,2,52727.7693187291
1870,2,10169,88,30,38253.08,32,36065,4,Grande,2,49974.1296963573
1547,12,9765,72,35,35576.33,65,63432,1,Grande,1,79185.4241859015
524,11,10319,101,29,36925.58,50,26571,3,Median,1,78469.8379919565
604,24,11317,97,56,18411.44,50,25582,4,Grande,2,56710.828319467
414,1,13856,91,44,34446.79,24,16280,7,Median,1,54883.0572464359
818,22,11006,82,39,27472.54,54,8527,6,Pequeño,2,55320.9564233117
1191,3,9716,76,35,20763.39,37,13904,6,Median,2,37468.9077668098
360,8,9733,84,31,30171.55,32,53829,3,Grande,2,38393.2794464728
1225,3,10159,75,31,26412.84,31,21108,6,Median,2,43185.2326408365
288,2,13245,109,47,37039.67,26,39167,4,Grande,1,69576.6801471698
71,8,10719,72,40,30878.74,42,15927,7,Pequeño,2,44341.36
1272,24,10620,86,35,20043.61,52,22072,8,Median,1,45143.6294299635
1748,13,3714,62,24,21405.74,61,32619,1,Grande,2,34228.0863694062
1119,10,10500,74,36,24376.89,30,9152,3,Pequeño,2,47711.2870364659
301,5,11301,111,41,31374.09,60,21928,5,Median,3,74756.2887459682
756,11,9322,80,32,26464.81,48,18323,2,Median,1,49628.7409819012
1560,7,11537,104,59,33891.61,32,10276,5,Median,1,74226.486646507
1637,5,14993,113,42,38002.45,42,25118,2,Median,2,75013.7964749655
228,7,9152,79,32,21374.62,33,11194,6,Pequeño,3,31425.626059654
677,3,13251,94,46,18534.69,28,59033,1,Grande,2,35903.1154421406
1316,3,9279,72,34,35277.15,15,24835,8,Median,1,51814.2232230768
361,4,15192,97,55,21411.88,29,8576,9,Pequeño,3,40423.673494126
305,10,9505,87,28,25614,31,12556,2,Pequeño,2,40928.2718150027
883,17,9342,96,39,39310.13,52,75080,5,Grande,2,81242.7776842411
1989,8,9598,74,33,24250.58,42,6359,7,Pequeño,2,51658.8797740927
727,7,14958,100,52,29105.15,59,27794,6,Median,2,94353.1045942321
1214,4,10695,82,40,18745.79,66,21662,3,Median,1,54603.4638536766
543,4,13162,97,53,27052.85,40,28112,5,Median,1,46927.1930092417
326,5,13711,94,59,30654.18,28,13621,6,Median,3,57873.2451103394
322,7,9948,87,40,37174.94,35,20981,2,Median,1,50949.6542289787
631,5,12971,97,56,38058.52,52,12463,7,Median,2,117709.257672736
111,12,8706,111,25,32808.14,20,29056,1,Grande,1,37633.38
148,21,9956,73,40,37060.05,44,48100,6,Grande,2,62386.2407840321
1823,20,10472,66,34,22585.13,62,5826,2,Pequeño,2,39456.7446883032
1156,4,10693,79,28,29425.94,63,6106,8,Pequeño,2,49405.870093714
272,21,11502,108,46,20939.26,53,7661,2,Pequeño,2,59812.9078667319
577,20,13867,91,52,37487.15,47,11447,7,Pequeño,3,80225.8747175632
1983,8,10810,99,30,29804,61,40830,6,Grande,2,52426.9619026501
185,4,14876,91,43,26143.29,43,20016,4,Pequeño,3,63208.4603649673
1909,17,9716,82,35,35541.67,45,6659,1,Pequeño,2,63016.5467132812
93,6,11589,86,50,27143.16,53,14904,9,Grande,2,49715.25
1305,24,13160,92,59,34454.39,63,5519,5,Pequeño,3,55226.8934133956
1343,3,12004,98,48,34667.04,31,23396,4,Median,1,52868.550373392
1208,11,10720,82,30,32788.04,39,65674,3,Grande,1,73368.7084409219
830,20,9614,75,33,24843.27,51,9670,8,Pequeño,3,54206.0550341069
1673,12,9939,73,38,32820.55,53,20557,5,Median,3,73543.8050060994
1245,1,10845,83,38,27521.01,16,8174,3,Pequeño,2,40560.3881593319
42,15,9516,84,28,26989.71,37,21243,3,Median,1,37879.2
680,7,1726,55,27,35571.89,63,10582,4,Pequeño,2,64239.1651040051
1256,24,10272,84,35,31444.27,67,7594,4,Pequeño,3,60555.427725752
455,4,9623,80,31,37470.98,67,43568,3,Grande,1,76898.1816071626
644,25,10104,83,28,33710.03,55,4144,1,Pequeño,2,57789.3046144751
533,7,10118,95,35,36577.61,36,11609,4,Pequeño,2,77414.6386893168
528,3,11430,93,52,39091.32,16,29742,4,Median,2,33628.3563657872
558,2,9331,85,28,25321.48,37,7962,1,Median,2,37231.2323245787
1975,7,9111,73,39,28730.12,33,8367,9,Median,2,35106.3389746516
369,22,9118,84,39,24637.33,45,59291,1,Grande,2,54791.4034818531
1520,1,12805,108,47,27558.03,37,21913,2,Median,2,30132.7097288996
155,15,9647,88,32,21320.09,68,73091,5,Grande,2,64864.5536579066
817,5,12882,95,53,31965.44,30,8553,2,Pequeño,3,71507.2630289145
1239,9,9368,79,33,19690,39,6698,3,Pequeño,2,31169.9734563511
273,17,10335,68,32,33053.9,57,46614,1,Grande,2,53872.3766221696
862,23,10288,78,40,38137.52,54,39513,5,Grande,1,73979.3715525511
1794,1,10427,83,38,23564.43,34,27078,9,Median,3,26471.7315884984
211,4,3579,71,19,30817.07,31,53541,8,Grande,1,26308.921564835
1233,2,10278,72,33,31343.45,32,9848,8,Pequeño,2,67561.9058000183
184,15,10728,106,37,36501.05,55,22755,1,Median,3,63202.7439281097
825,6,12704,91,49,32950.05,41,17158,5,Median,3,60947.6240494256
1455,11,6260,65,22,30944.85,49,77683,6,Grande,1,39414.9875850585
1528,23,11671,109,48,28043,60,10023,3,Pequeño,2,66934.3063018937
57,5,9727,101,37,27467.78,30,23158,5,Grande,3,34901.72
554,4,9790,88,34,34016.05,30,39238,7,Grande,1,52634.0876895444
549,22,10329,56,28,36599.05,67,4865,4,Pequeño,2,72094.7162466891
1738,16,10902,86,32,19793.38,56,7975,2,Pequeño,2,34957.4645739709
1,7,7978,73,34,22294.48,20,26780,1,Grande,3,16578.93
444,17,10035,75,28,23940.9,48,5717,5,Pequeño,3,38325.8982451115
1059,15,9790,63,40,28144.87,45,21528,5,Median,2,52565.8991408439
1158,1,3225,52,19,27850.25,35,7004,4,Pequeño,2,27070.5526146375
351,20,9102,54,32,29212.52,60,5928,5,Pequeño,3,42627.2758877045
703,6,9570,79,39,22540.04,38,26359,8,Median,2,73962.3795128462
1057,11,15213,106,46,24642.99,32,20218,2,Median,3,58252.4707126791
1603,8,14585,110,42,27995.66,33,5462,5,Pequeño,2,52379.0374792549
762,1,12444,98,42,30194.37,29,34752,6,Grande,1,43747.1285195726
1289,9,13488,90,57,18574.2,49,46610,6,Grande,2,38408.5687478127
1825,9,9979,96,30,26291.54,35,40092,7,Grande,1,60317.5611347658
1537,2,9777,84,40,38658.88,32,11779,6,Pequeño,3,35519.0700970716
1251,1,9898,83,36,35081.11,35,23903,9,Grande,2,25865.8591413904
565,17,13956,113,59,22752.68,44,14125,3,Pequeño,2,108053.385202355
506,6,15080,103,46,21856.75,42,19389,7,Median,2,60457.877844066
603,8,9895,76,38,25639.59,31,39192,1,Median,2,27557.6835203354
696,6,10537,88,28,18128.12,37,7906,5,Pequeño,2,39152.6127521376
7,8,8121,72,27,30374.97,20,26079,1,Grande,3,31177.31
256,11,2762,54,20,34797.78,39,30265,4,Median,1,45682.7209414838
456,3,9816,83,39,35250.93,30,10523,8,Pequeño,3,42277.7355404232
268,16,12410,97,56,31311.37,43,42000,4,Median,1,57182.1275367532
98,2,11690,95,43,27872.97,55,16785,9,Grande,3,56329.4
1281,17,11684,91,51,29482.35,50,8040,1,Pequeño,2,55510.5146451548
1189,2,10555,84,31,38634.49,30,61977,6,Grande,2,49318.4836728357
1665,18,10079,82,31,28754.51,59,21494,7,Median,2,65122.4272751151
1807,9,9456,88,35,33842.02,28,12775,8,Pequeño,2,38363.2494982586
991,3,12504,90,51,28241.52,42,11650,5,Pequeño,2,43055.4108571395
1686,6,10719,88,29,33107.69,34,3672,6,Pequeño,2,54264.1794301764
1436,1,12370,114,42,39022.08,29,20730,2,Median,2,64716.2581802197
1071,14,10122,82,28,21771.5,51,15293,8,Median,2,53498.1389164028
191,5,10768,74,37,29523.79,48,9297,2,Pequeño,3,67405.1887219714
933,7,11137,74,30,39757.18,35,19494,8,Median,2,43158.3945710112
480,16,9517,88,32,32941.46,65,36033,3,Median,1,58786.3283914444
897,2,9543,78,31,39007.93,29,27617,1,Grande,1,56553.0557385976
1128,10,11059,85,34,33009.11,30,11625,5,Median,2,69056.6745768665
1848,5,10979,79,34,24081.23,59,16979,7,Median,2,48420.7873494966
1990,8,14708,91,52,18123.09,33,10532,8,Pequeño,3,43301.0332803186
1406,8,11894,106,48,33748.57,34,8142,1,Pequeño,3,59208.420065312
88,2,12260,106,38,26296.05,51,18956,8,Median,3,57673.57
1730,23,10921,78,36,35347.35,61,9035,6,Median,3,70954.7958979864
1515,20,10146,109,31,29359.95,45,49140,9,Grande,1,64933.0693545084
1741,3,11080,85,38,39514.39,20,21584,2,Median,3,38201.7766063031
683,13,12469,91,54,24324.92,67,22285,3,Median,1,86571.2336404044
560,10,9565,54,28,19453.12,39,20814,6,Median,3,33567.700762355
314,2,9925,73,30,20702.78,18,16697,7,Median,1,23077.8260636728
505,12,9472,78,40,26562.68,56,17313,1,Pequeño,3,59044.1672580898
741,23,13184,114,47,35561.22,49,8612,5,Median,1,71063.9536604442
1821,1,10039,88,38,39343.08,31,24143,3,Median,1,19562.5702831123
1632,20,12852,92,58,22653.8,55,58441,8,Grande,2,61745.5747677741
1416,21,10939,81,38,38434.06,58,13317,8,Median,3,62326.3216295737
1956,4,10010,82,28,32069.77,29,14836,1,Pequeño,2,31581.6466136913
1145,13,10915,75,30,30527.67,51,15475,9,Pequeño,2,64595.3736709655
257,4,6962,61,21,19691.94,33,68044,2,Grande,1,20154.4102014525
119,5,9679,90,22,25201.85,24,19253,2,Grande,2,35092.11
985,5,10823,73,29,24738.02,49,13707,7,Median,1,43836.5851321653
1097,11,10208,69,28,23498.24,29,5141,4,Pequeño,3,44706.9230843036
50,1,12619,93,42,34049.63,49,19830,5,Grande,2,65196.81
1533,4,15240,99,50,37411.01,17,14607,6,Median,2,43516.7594878853
623,1,9613,74,39,18500.25,35,7056,6,Pequeño,2,28059.8891371288
1438,2,9251,79,28,19077.78,33,8298,9,Pequeño,2,20564.5970309218
1885,1,10988,84,33,23081.27,19,17973,8,Pequeño,3,28357.147105512
811,4,12653,101,54,31771.23,25,18927,2,Median,3,51346.7160731068
850,24,10004,74,30,36587.32,52,22649,8,Median,2,67680.6210831348
896,21,5708,69,20,23230.25,52,11763,9,Pequeño,3,36922.2935994197
1170,21,10224,72,36,31578.05,55,8403,4,Pequeño,2,46447.8446135335
1649,20,15076,100,49,24367.72,52,104934,9,Grande,2,66485.4776944148
488,11,9455,85,36,27360.2,40,20899,2,Median,3,65576.7953141535
763,10,9326,102,39,31175.49,44,31305,4,Grande,1,74732.0813860566
1337,2,10700,86,32,22856.56,29,9125,3,Pequeño,2,25630.5968823435
144,13,10960,111,40,25993.34,48,27295,7,Grande,1,67103.370697559
982,25,9545,87,29,36462.37,47,43665,5,Grande,2,37991.17277686
1192,14,11459,114,53,27168.7,57,6416,1,Pequeño,3,68092.0319288741
1178,4,10941,75,40,25074.57,62,8711,4,Pequeño,3,55599.5930709599
1833,14,3877,67,21,21290.81,50,14222,8,Pequeño,3,21950.7932646508
519,14,9911,87,30,26268.84,60,3405,6,Median,2,75369.3213858894
1770,10,9215,105,36,24287.08,29,27128,9,Median,3,51315.6812103669
1834,5,10615,86,35,34706.78,39,24779,2,Grande,1,53147.7140335212
946,19,13445,113,43,25906.18,64,6438,1,Pequeño,3,64124.4841773213
1903,10,12381,108,59,23265.14,32,21019,4,Median,3,49669.6192679097
1768,22,12867,107,43,39528.7,56,12245,2,Median,2,55554.050071499
1841,17,10758,72,39,33670.47,54,12341,1,Median,2,36782.7195831845
1596,11,10677,69,31,37502.12,39,42252,4,Grande,1,46343.4289205975
1394,21,9542,80,39,35135.45,53,31794,9,Median,2,62418.0783932498
1087,23,13253,99,52,24937.06,46,66516,3,Grande,1,63146.0502444629
1702,8,7242,58,18,40005.14,49,17409,6,Pequeño,2,58512.1597477333
574,8,14765,96,55,19425.02,31,60406,6,Grande,1,56466.4041961966
1746,23,8707,68,24,31540.36,44,46870,9,Grande,1,44065.9346463779
1465,11,10008,82,39,19188.51,29,24501,9,Grande,1,34576.9928987752
8,1,7811,83,35,26794.79,15,29174,1,Grande,3,30672.37
827,4,11317,96,57,39814.8,43,49067,2,Grande,2,70524.5888355401
150,20,13542,93,47,38045.74,46,88230,5,Grande,1,73595.6132580946
663,16,9797,57,30,30810.79,63,9474,9,Pequeño,2,109189.28370607
930,2,13515,105,48,30899.36,40,5296,9,Pequeño,2,61940.953756839
1828,20,11139,88,38,38727.57,44,30620,3,Grande,2,44620.9120217752
156,1,11930,114,59,33295.46,24,24638,7,Median,3,52647.5716817821
1897,20,12173,95,42,39041.74,66,7059,5,Pequeño,2,85118.8079208802
1370,7,9459,90,32,21180.06,33,62664,7,Grande,1,39867.8271054054
1463,2,12664,114,45,18141.19,28,16088,7,Median,3,29272.1426753693
1242,20,9919,80,35,24993.93,68,16031,7,Median,2,61859.0508028675
1512,2,9236,79,31,34952.48,35,8172,2,Pequeño,2,50689.004061366
1839,24,9851,85,32,39233.75,49,13511,1,Median,2,59395.509644292
166,4,10753,78,39,32187.04,67,21803,3,Median,3,55109.7295403352
397,11,11132,76,40,38135.82,30,12571,3,Pequeño,3,74135.6790407435
152,5,9727,76,30,34800.48,54,50572,6,Grande,1,60142.073832831
1082,4,14802,102,48,23982.46,32,75021,9,Grande,1,41722.7225619056
1642,10,11034,85,34,22140.64,42,36747,3,Median,2,53204.9052548718
1888,20,10519,80,30,21121.16,67,6200,9,Median,1,51072.7545002773
1356,4,9873,81,36,38116.53,68,6287,6,Pequeño,2,83556.5555428679
908,3,10380,75,40,39701.86,34,18251,4,Median,1,31321.6089282155
776,11,10834,76,35,38790.7,40,12290,9,Pequeño,2,73147.7406817595
472,3,11012,85,36,25491,43,12790,4,Pequeño,2,50007.3241807579
1409,3,9508,85,34,20506.24,32,17933,7,Pequeño,2,25084.1043345778
1977,7,9914,95,36,33934.87,50,5473,6,Pequeño,2,71464.7649906546
425,9,11265,113,58,32776.29,38,28839,7,Median,3,63722.5617544735
824,24,9449,91,31,32238.68,61,19028,7,Median,2,71973.0646828133
1994,12,10424,88,32,20132.73,56,11437,6,Pequeño,3,49172.7262073942
1136,3,9291,69,36,23524.68,31,11736,8,Pequeño,3,19788.2809425297
1169,7,9792,76,28,20402.92,43,35891,4,Grande,2,52849.66485761
20,2,8512,105,33,30745.64,20,22977,2,Grande,1,35679.33
729,7,13833,111,55,37879.4,59,12913,5,Pequeño,3,97174.4939540653
1042,5,10603,87,30,23593.05,31,10854,3,Median,1,41550.2460053169
1728,1,10775,72,38,32746.23,40,18395,2,Grande,2,55968.0591027221
1388,2,13137,107,50,26602.81,38,61186,1,Grande,2,42742.4001697044
1209,17,10085,79,37,20552.34,59,11864,4,Pequeño,3,47469.283020433
1196,1,14389,111,57,26498.92,30,8520,6,Pequeño,2,50544.7979869526
970,4,14980,113,55,36190.47,24,28301,1,Median,3,77469.1467049666
1704,17,10624,76,32,23029.21,65,42109,3,Grande,2,57485.9531475514
807,10,9429,101,35,19441.04,38,36870,4,Grande,1,50921.8907227812
1144,8,14563,108,46,25996.63,36,25767,6,Grande,2,62067.0362138032
962,4,9700,85,28,29042.93,31,29729,5,Grande,1,21647.4318650041
1878,16,9562,83,28,33573.85,63,37057,8,Median,1,53775.115403967
945,21,13103,112,47,23746.98,53,7600,1,Pequeño,2,50775.6782274581
165,18,1755,67,23,20549.94,53,19898,9,Median,1,30836.8521056334
1103,21,14554,110,42,38138.01,50,6690,9,Pequeño,3,84502.0155775041
1952,5,9694,78,37,31417.85,43,20861,1,Median,3,74060.8481673251
777,3,10294,111,29,34655,42,12979,8,Median,1,48835.274696692
409,17,9787,74,40,22971.91,58,30785,6,Median,3,61085.4465579983
1447,1,14239,93,42,23352.64,37,30861,5,Grande,1,47181.0880994168
484,5,14708,114,51,38943.7,33,32380,6,Grande,1,94013.0295135088
871,6,10384,72,33,28327.93,33,14135,5,Pequeño,3,42547.5397720016
1581,22,10943,58,35,22071.33,45,13830,2,Median,3,36186.7934646886
227,10,9875,82,40,33105.52,35,49733,3,Median,3,58110.9436790016
1662,15,11128,98,30,34825.82,67,55516,8,Grande,1,68796.4047511836
476,6,10245,73,30,36032.85,66,36216,4,Grande,2,108830.878167725
520,4,9844,79,31,28666.39,28,23261,8,Grande,2,38554.292956338
1590,3,10245,76,34,27187.98,33,14730,1,Pequeño,2,22083.8837617066
986,16,3032,51,18,34150.51,43,11121,3,Median,1,27234.2870501849
1187,6,13178,90,52,27289.38,31,12389,5,Pequeño,3,43261.9279056083
1212,18,9815,80,33,36481.64,58,13787,9,Median,2,74815.2777257052
1899,10,12542,106,51,21543.37,32,18093,3,Median,3,39795.2897820018
1047,10,14195,92,42,30626.97,32,9423,4,Pequeño,2,55617.8201473788
1507,9,11113,106,30,25298.16,43,4022,6,Pequeño,2,47651.0729694939
254,8,14686,112,47,31103.45,39,27127,9,Grande,2,77673.9030134323
1950,2,10013,87,33,22351.19,17,19810,6,Median,3,18609.6413979017
