,carat,cut,color,clarity,depth,table,price,x,y,z,CutBin
51150,0.71,Premium,F,SI2,62,59,2343,5.68,5.65,3.51,B
51151,1.02,Good,G,I1,57.4,59,2344,6.64,6.6,3.8,A
51152,0.81,Premium,H,SI2,60,59,2344,6.03,5.97,3.62,B
51153,0.9,Good,G,I1,63.6,61,2344,6.07,6.03,3.85,A
51154,0.62,Fair,E,VS1,58.8,67,2344,5.66,5.57,3.29,A
51155,0.63,Premium,E,VS2,62.4,59,2344,5.5,5.46,3.42,B
51156,0.62,Ideal,F,VS1,61.9,55,2344,5.46,5.19,3.39,A
51157,0.71,Very Good,F,SI1,64,58,2345,5.59,5.66,3.6,B
51158,0.72,Very Good,E,SI2,59.8,58,2345,5.84,5.86,3.5,B
51159,0.72,Very Good,I,SI1,63.2,57,2345,5.71,5.75,3.62,B
51160,0.71,Premium,F,SI1,60.2,60,2345,5.79,5.71,3.46,B
51161,0.72,Ideal,E,SI2,62.7,57,2345,5.71,5.78,3.6,A
51162,0.71,Ideal,G,SI1,61.5,57,2345,5.74,5.78,3.54,A
51163,0.59,Ideal,F,VVS2,61.2,56,2345,5.45,5.43,3.33,A
51164,0.71,Premium,F,SI1,58.5,59,2345,5.87,5.82,3.42,B
51165,0.71,Good,F,SI1,63.6,54,2345,5.65,5.61,3.58,A
51166,0.51,Premium,F,VS1,60.2,58,2346,5.25,5.21,3.15,B
51167,0.71,Very Good,F,SI1,62.1,59,2346,5.64,5.73,3.53,B
51168,0.8,Premium,H,SI2,62.2,58,2346,5.99,5.93,3.71,B
51169,0.71,Ideal,F,SI1,62.7,55,2346,5.65,5.74,3.57,A
51170,0.79,Good,H,SI2,59.2,58,2346,6.05,6.07,3.59,A
51171,0.5,Ideal,E,VVS2,62.4,54,2346,5.11,5.09,3.18,A
51172,0.5,Ideal,E,VVS2,62.2,57,2346,5.08,5.05,3.15,A
51173,0.73,Premium,F,SI1,59.3,61,2346,5.85,5.82,3.46,B
51174,0.34,Ideal,D,IF,62.1,57,2346,4.52,4.46,2.79,A
51175,0.34,Ideal,D,IF,59.8,57,2346,4.59,4.57,2.74,A
51176,0.73,Premium,F,SI1,61.6,62,2346,5.76,5.71,3.53,B
51177,0.73,Premium,F,SI1,62.4,55,2346,5.78,5.71,3.59,B
51178,0.75,Very Good,F,SI1,63.1,58,2347,5.7,5.74,3.61,B
51179,0.76,Very Good,F,SI2,63.3,55,2347,5.79,5.83,3.68,B
51180,0.6,Ideal,G,VVS2,62,57,2347,5.41,5.46,3.37,A
51181,0.71,Ideal,E,VS2,62.5,56,2347,5.7,5.75,3.58,A
51182,0.7,Good,H,VS2,59.7,57,2347,5.75,5.8,3.45,A
51183,0.72,Ideal,I,VS2,62.1,58,2347,5.74,5.72,3.57,A
51184,0.78,Very Good,H,SI2,63.1,56,2348,5.84,5.88,3.7,B
51185,0.78,Very Good,I,SI1,63.5,57,2348,5.79,5.86,3.7,B
51186,0.7,Premium,D,SI2,62.8,61,2348,5.61,5.57,3.51,B
51187,0.79,Very Good,H,SI2,63.2,55,2348,5.93,5.9,3.74,B
51188,0.7,Premium,F,SI1,62.8,59,2348,5.66,5.59,3.53,B
51189,0.7,Premium,F,SI1,61.6,55,2348,5.7,5.66,3.5,B
51190,0.7,Premium,F,SI1,61.7,61,2348,5.7,5.67,3.51,B
51191,0.91,Good,I,SI1,64,58,2348,6.01,5.99,3.84,A
51192,0.7,Ideal,F,SI1,61.5,56,2348,5.74,5.7,3.52,A
51193,0.7,Very Good,E,SI1,62.9,57,2349,5.6,5.66,3.54,B
51194,0.7,Premium,E,SI1,60.1,58,2349,5.81,5.83,3.5,B
51195,0.81,Premium,J,VS1,61.7,61,2350,5.94,5.9,3.65,B
51196,0.6,Premium,F,VVS2,61.3,59,2350,5.45,5.41,3.33,B
51197,0.73,Ideal,G,SI1,62.5,55,2351,5.78,5.74,3.6,A
51198,0.61,Very Good,G,VVS2,62.3,59,2351,5.4,5.45,3.38,B
51199,0.57,Very Good,F,VVS2,60.7,58,2351,5.32,5.35,3.24,B
51200,0.73,Fair,I,VVS2,64.4,59,2351,5.65,5.62,3.63,A
51201,0.7,Ideal,I,VS2,61.6,56,2351,5.67,5.72,3.51,A
51202,0.72,Ideal,I,SI1,61.3,56,2351,5.78,5.81,3.55,A
51203,0.7,Fair,H,VS2,67.8,56,2351,5.42,5.38,3.66,A
51204,0.7,Good,H,VS2,64.2,58,2351,5.61,5.58,3.59,A
51205,0.7,Good,H,VS2,63.9,59,2351,5.64,5.6,3.59,A
51206,0.73,Ideal,G,SI1,62.1,54,2351,5.81,5.76,3.59,A
51207,0.73,Premium,G,SI1,62.8,59,2351,5.76,5.68,3.59,B
51208,0.73,Premium,F,SI2,60.5,57,2351,5.84,5.8,3.52,B
51209,0.73,Premium,I,VVS2,61.5,58,2351,5.78,5.73,3.54,B
51210,0.74,Very Good,I,SI1,63.8,58,2352,5.72,5.76,3.66,B
51211,0.76,Very Good,I,SI1,62,56,2352,5.81,5.84,3.61,B
51212,0.71,Premium,H,VS2,62.2,59,2352,5.68,5.64,3.52,B
51213,0.71,Premium,F,SI1,62.2,58,2352,5.74,5.67,3.55,B
51214,0.7,Ideal,G,SI1,61.9,57,2352,5.69,5.65,3.51,A
51215,0.7,Premium,G,SI1,60.3,61,2352,5.75,5.72,3.46,B
51216,0.7,Ideal,G,SI1,62.2,56,2352,5.72,5.69,3.55,A
51217,0.7,Premium,G,SI1,62.8,58,2352,5.66,5.62,3.54,B
51218,0.71,Ideal,G,SI1,62.9,57,2352,5.67,5.62,3.55,A
51219,0.59,Ideal,D,VS2,60.9,57,2352,5.42,5.48,3.32,A
51220,0.5,Ideal,H,IF,61.8,56,2352,5.1,5.13,3.16,A
51221,0.7,Premium,I,VVS2,60.1,59,2352,5.8,5.72,3.46,B
51222,0.71,Good,F,SI1,63.9,57,2352,5.61,5.57,3.57,A
51223,0.71,Fair,E,SI1,64.7,59,2352,5.61,5.58,3.62,A
51224,0.71,Fair,D,SI1,65.1,59,2352,5.59,5.56,3.63,A
51225,0.7,Premium,G,SI1,62,61,2352,5.71,5.68,3.53,B
51226,0.7,Fair,G,SI1,61.7,66,2352,5.7,5.58,3.48,A
51227,0.7,Premium,G,SI1,59,62,2352,5.77,5.75,3.4,B
51228,0.7,Fair,D,SI1,64.9,64,2352,5.57,5.5,3.59,A
51229,0.7,Good,H,VS2,59.1,65,2352,5.85,5.75,3.43,A
51230,0.72,Premium,G,SI1,62.8,60,2352,5.78,5.68,3.6,B
51231,0.7,Fair,E,VS2,65.6,61,2352,5.62,5.47,3.64,A
51232,0.56,Ideal,E,VS1,60,55,2352,5.43,5.4,3.25,A
51233,0.7,Ideal,G,SI1,62.7,57,2352,5.69,5.64,3.55,A
51234,0.71,Premium,G,SI1,60.4,59,2352,5.81,5.75,3.49,B
51235,0.7,Very Good,G,VS2,63.2,57,2353,5.61,5.66,3.56,B
51236,0.72,Very Good,G,SI1,63.1,57,2353,5.66,5.72,3.59,B
51237,0.7,Ideal,I,VVS2,62.5,54,2353,5.68,5.71,3.56,A
51238,0.7,Ideal,I,VVS2,62.3,55,2353,5.66,5.7,3.54,A
51239,0.7,Ideal,I,VVS2,62.1,56,2353,5.65,5.71,3.53,A
51240,0.7,Good,G,VS2,63.8,59,2353,5.51,5.55,3.53,A
51241,0.74,Very Good,I,VS1,63.4,57,2353,5.81,5.76,3.67,B
51242,0.71,Very Good,H,SI1,62.1,61,2354,5.63,5.71,3.52,B
51243,0.7,Premium,F,SI1,61.5,57,2354,5.74,5.68,3.51,B
51244,0.72,Ideal,H,SI1,62.3,54,2354,5.78,5.75,3.59,A
51245,0.71,Good,H,SI1,57.9,62,2354,5.82,5.86,3.38,A
51246,0.7,Premium,F,SI1,62.5,59,2354,5.67,5.65,3.54,B
51247,0.7,Very Good,D,SI2,63.3,57,2354,5.64,5.6,3.56,B
51248,0.7,Premium,D,SI2,60.5,58,2354,5.8,5.74,3.49,B
51249,0.7,Good,H,VVS2,64.3,60,2355,5.59,5.55,3.58,A
51250,0.72,Premium,E,SI2,62.6,59,2355,5.7,5.74,3.58,B
51251,0.72,Ideal,E,SI2,62.4,57,2355,5.73,5.77,3.59,A
51252,0.7,Ideal,F,SI2,62,56,2355,5.68,5.71,3.53,A
51253,0.73,Ideal,F,SI2,62.2,60,2355,5.72,5.75,3.57,A
51254,0.7,Ideal,I,VS1,62.2,57,2355,5.69,5.66,3.53,A
51255,0.7,Premium,D,SI1,61.8,59,2355,5.64,5.6,3.47,B
51256,0.54,Very Good,F,VVS1,59.7,56,2356,5.33,5.35,3.19,B
51257,0.54,Ideal,F,VVS1,60.8,56,2356,5.28,5.34,3.23,A
51258,0.54,Ideal,F,VVS1,60.5,55,2356,5.31,5.33,3.22,A
51259,0.97,Fair,I,I1,67.3,55,2357,6.08,6.02,4.07,A
51260,0.63,Ideal,G,VS2,60.9,56,2357,5.57,5.6,3.4,A
51261,0.58,Ideal,E,VS2,61.6,55,2357,5.36,5.39,3.31,A
51262,0.56,Ideal,G,VVS2,62.1,56,2357,5.31,5.29,3.29,A
51263,0.7,Premium,D,SI1,58.8,59,2357,5.86,5.84,3.44,B
51264,0.97,Ideal,I,I1,61.6,53,2357,6.43,6.4,3.95,A
51265,0.83,Good,F,SI2,57.5,61,2358,6.22,6.17,3.56,A
51266,0.6,Ideal,F,VS2,61.5,56,2358,5.43,5.47,3.35,A
51267,0.76,Ideal,I,SI1,61.9,56,2358,5.85,5.88,3.63,A
51268,0.7,Fair,D,SI2,58.1,60,2358,5.79,5.82,3.37,A
51269,0.82,Fair,H,SI2,65.1,58,2358,5.86,5.81,3.8,A
51270,0.72,Very Good,I,VS2,61.6,59,2359,5.71,5.75,3.53,B
51271,0.73,Very Good,E,SI2,59.6,57,2359,5.87,5.91,3.51,B
51272,0.73,Very Good,H,SI1,62.7,59,2359,5.74,5.77,3.61,B
51273,0.52,Ideal,F,VVS2,60.8,55,2359,5.21,5.25,3.19,A
51274,0.55,Ideal,F,VVS1,62.1,56,2359,5.25,5.28,3.27,A
51275,0.72,Ideal,F,SI2,62,57,2359,5.72,5.76,3.56,A
51276,0.72,Ideal,H,SI1,61.8,54,2359,5.76,5.8,3.57,A
51277,0.72,Ideal,H,SI1,61.7,54,2359,5.77,5.81,3.57,A
51278,0.84,Fair,I,VS2,65.1,57,2359,5.91,5.85,3.83,A
51279,0.58,Ideal,E,VS1,60.8,57,2359,5.42,5.41,3.29,A
51280,0.78,Fair,G,SI1,64.6,56,2359,5.86,5.79,3.76,A
51281,0.7,Very Good,I,VS2,60.8,61,2360,5.72,5.76,3.49,B
51282,0.73,Very Good,F,SI1,63.5,56,2360,5.68,5.72,3.62,B
51283,0.77,Premium,E,SI2,58.2,60,2360,6.01,5.95,3.48,B
51284,0.71,Ideal,I,VS2,62.3,58,2360,5.67,5.72,3.55,A
51285,0.57,Ideal,F,VVS2,62,55,2360,5.31,5.3,3.29,A
51286,0.57,Ideal,F,VVS2,62.1,56,2360,5.35,5.31,3.31,A
51287,0.72,Premium,F,SI1,59.3,59,2360,5.85,5.81,3.46,B
51288,0.71,Ideal,H,SI2,62.2,55,2360,5.72,5.7,3.55,A
51289,0.57,Premium,D,VS1,60.6,59,2360,5.38,5.32,3.24,B
51290,0.77,Ideal,E,SI2,61,57,2360,5.95,5.92,3.62,A
51291,0.57,Ideal,F,VVS2,61.5,57,2360,5.36,5.31,3.28,A
51292,0.75,Premium,E,SI1,59.8,60,2360,5.9,5.84,3.51,B
51293,1.2,Premium,F,I1,62.9,58,2360,6.86,6.79,4.29,B
51294,0.72,Good,E,SI1,63.7,58,2361,5.71,5.66,3.62,A
51295,0.72,Ideal,H,SI1,62,57,2361,5.73,5.76,3.56,A
51296,0.54,Ideal,G,IF,61.6,57,2361,5.22,5.27,3.23,A
51297,0.73,Ideal,E,SI1,60.9,56,2361,5.84,5.79,3.54,A
51298,0.7,Premium,F,SI2,59.1,58,2362,5.85,5.83,3.45,B
51299,0.7,Very Good,F,VS2,61,59,2362,5.69,5.75,3.49,B
51300,0.7,Good,F,VS2,62.9,58,2362,5.61,5.65,3.54,A
51301,0.31,Ideal,G,VS2,62,57,544,4.34,4.37,2.7,A
51302,0.31,Premium,E,SI1,59.3,59,544,4.42,4.48,2.64,B
51303,0.31,Very Good,H,VS1,62.8,58,544,4.29,4.31,2.7,B
51304,0.31,Good,E,SI1,63.5,57,544,4.28,4.32,2.73,A
51305,0.31,Premium,I,VVS2,61.7,58,544,4.38,4.4,2.71,B
51306,0.31,Ideal,H,VS1,61.7,57,544,4.32,4.34,2.67,A
51307,0.31,Premium,G,VS2,59.8,60,544,4.4,4.43,2.64,B
51308,0.31,Very Good,G,VS2,59,60,544,4.37,4.41,2.59,B
51309,0.31,Premium,E,SI1,62.6,60,544,4.31,4.35,2.71,B
51310,0.31,Good,E,SI1,63.4,55,544,4.32,4.35,2.75,A
51311,0.31,Good,H,VS1,63.6,55,544,4.29,4.32,2.74,A
51312,0.31,Ideal,G,VS2,59.1,57,544,4.45,4.48,2.64,A
51313,0.31,Ideal,G,VS2,62.3,56,544,4.29,4.34,2.69,A
51314,0.31,Premium,H,VS1,59.9,59,544,4.38,4.4,2.63,B
51315,0.31,Ideal,H,VS1,61.7,57,544,4.34,4.38,2.69,A
51316,0.31,Ideal,G,VS2,62.4,55,544,4.3,4.32,2.69,A
51317,0.31,Good,G,VS2,63.1,56,544,4.31,4.37,2.74,A
51318,0.31,Ideal,H,VS1,61.1,57,544,4.35,4.39,2.67,A
51319,0.31,Premium,G,VS2,61.5,59,544,4.33,4.35,2.67,B
51320,0.31,Good,H,VS1,63.1,58,544,4.26,4.3,2.7,A
51321,0.31,Ideal,E,SI1,62.7,54,544,4.35,4.36,2.73,A
51322,0.31,Premium,H,VS1,61.1,59,544,4.35,4.36,2.66,B
51323,0.31,Good,E,SI1,63.9,56,544,4.27,4.31,2.74,A
51324,0.31,Very Good,G,VS2,62.9,56,544,4.28,4.34,2.71,B
51325,0.31,Very Good,G,VS2,62.6,57,544,4.3,4.32,2.7,B
51326,0.31,Good,E,SI1,63.3,55,544,4.31,4.35,2.74,A
51327,0.31,Ideal,H,VS1,62.6,55,544,4.34,4.38,2.73,A
51328,0.31,Very Good,G,VS2,62.9,57,544,4.31,4.34,2.72,B
51329,0.31,Premium,I,VVS2,62.1,58,544,4.33,4.37,2.7,B
51330,0.31,Very Good,E,SI1,62.9,58,544,4.29,4.33,2.71,B
51331,0.7,Very Good,F,VS2,62.3,56,2362,5.66,5.71,3.54,B
51332,0.7,Very Good,F,VS2,61.6,58,2362,5.7,5.72,3.52,B
51333,0.7,Very Good,F,VS2,62.6,57,2362,5.62,5.69,3.54,B
51334,0.7,Very Good,F,VS2,58.9,58,2362,5.77,5.8,3.41,B
51335,0.7,Very Good,F,VS2,62.4,57,2362,5.63,5.69,3.53,B
51336,0.71,Premium,I,VS2,62.9,60,2362,5.66,5.62,3.55,B
51337,0.55,Ideal,E,VVS2,61.1,57,2362,5.25,5.29,3.22,A
51338,0.52,Ideal,D,VVS2,62.4,56,2362,5.15,5.17,3.22,A
51339,0.52,Ideal,D,VVS2,62.3,56,2362,5.12,5.15,3.2,A
51340,0.79,Premium,H,VS2,61.1,59,2362,5.96,5.93,3.63,B
51341,0.71,Premium,G,SI2,62,55,2362,5.77,5.71,3.56,B
51342,0.74,Good,H,SI1,62.4,65,2362,5.78,5.71,3.59,A
51343,0.79,Fair,G,SI1,65.3,76,2362,5.52,5.13,3.35,A
51344,0.75,Very Good,E,SI2,59,58,2363,5.95,5.99,3.52,B
51345,0.71,Premium,H,VS2,60.9,58,2363,5.72,5.77,3.5,B
51346,0.71,Premium,H,VS2,61.3,59,2363,5.74,5.77,3.53,B
51347,0.96,Ideal,I,I1,62,56,2363,6.3,6.34,3.92,A
51348,0.8,Good,G,SI2,62.8,58,2363,5.86,5.9,3.69,A
51349,0.75,Fair,F,SI1,64.5,60,2363,5.65,5.54,3.61,A
51350,0.7,Ideal,I,VS1,62.7,53.4,2363,5.66,5.74,3.57,A
51351,0.78,Good,E,SI2,63.7,54,2363,5.82,5.77,3.69,A
51352,0.71,Premium,F,SI2,60.6,58,2363,5.77,5.72,3.48,B
51353,0.71,Very Good,G,SI1,63.4,56,2364,5.64,5.68,3.59,B
51354,0.72,Premium,F,SI1,62,60,2364,5.74,5.77,3.57,B
51355,0.76,Premium,G,SI2,62.8,60,2364,5.81,5.79,3.64,B
51356,0.61,Ideal,D,VS2,61.6,56,2364,5.46,5.49,3.37,A
51357,0.71,Premium,H,SI1,62.9,58,2364,5.66,5.62,3.55,B
51358,0.7,Premium,H,VS1,60.5,58,2364,5.77,5.73,3.48,B
51359,1.01,Premium,G,I1,61.7,62,2364,6.41,6.35,3.93,B
51360,0.72,Premium,F,SI2,59.3,57,2364,5.89,5.85,3.48,B
51361,0.72,Fair,D,SI1,65.6,60,2364,5.62,5.54,3.66,A
51362,0.72,Premium,G,SI2,61.6,55,2364,5.79,5.76,3.56,B
51363,0.51,Very Good,E,VVS2,60,58,2365,5.2,5.23,3.13,B
51364,0.78,Ideal,F,SI2,60.6,55,2365,5.99,6,3.63,A
51365,0.78,Ideal,J,VS1,61.9,57,2365,5.88,5.91,3.65,A
51366,0.71,Ideal,F,SI2,62.1,54,2365,5.73,5.76,3.57,A
51367,0.71,Ideal,F,SI2,62.1,54,2365,5.72,5.74,3.56,A
51368,0.71,Ideal,F,SI2,61.2,55,2365,5.77,5.79,3.54,A
51369,0.73,Premium,I,VS2,59.7,59,2365,5.94,5.81,3.51,B
51370,0.3,Very Good,D,VVS2,60.6,58,2366,4.33,4.35,2.63,B
51371,0.61,Ideal,F,VS1,62.3,55,2366,5.46,5.49,3.41,A
51372,0.85,Ideal,J,SI1,62.3,55,2366,6.1,6.06,3.79,A
51373,0.74,Good,E,SI1,62.1,64,2366,5.76,5.71,3.56,A
51374,0.55,Premium,D,VVS2,61.2,57,2366,5.3,5.26,3.23,B
51375,0.7,Good,H,VS1,63.9,58,2367,5.67,5.59,3.6,A
51376,0.7,Very Good,I,VVS2,63,58,2367,5.64,5.69,3.57,B
51377,0.62,Very Good,H,IF,60.3,59,2367,5.52,5.55,3.34,B
51378,0.7,Ideal,I,VVS2,62.1,56,2367,5.68,5.72,3.54,A
51379,0.7,Good,D,SI2,63.7,58,2367,5.6,5.64,3.58,A
51380,0.7,Premium,H,VS1,62.8,60,2367,5.61,5.56,3.51,B
51381,0.7,Premium,H,VS1,61.9,56,2367,5.7,5.67,3.52,B
51382,0.7,Good,G,VS2,62.1,61,2367,5.68,5.69,3.53,A
51383,0.71,Very Good,H,VS2,61.8,58,2368,5.66,5.7,3.51,B
51384,0.71,Very Good,G,SI1,63.4,58,2368,5.65,5.68,3.59,B
51385,0.71,Very Good,E,SI2,63.1,56,2368,5.67,5.71,3.58,B
51386,0.71,Ideal,I,VS1,62.3,59,2368,5.68,5.72,3.55,A
51387,0.71,Ideal,H,SI1,62,57,2368,5.73,5.76,3.56,A
51388,0.71,Ideal,H,SI1,61.3,58,2368,5.73,5.78,3.53,A
51389,0.71,Ideal,G,SI1,60.6,56,2368,5.76,5.82,3.51,A
51390,0.81,Premium,E,SI2,60.1,59,2368,6.09,6.03,3.65,B
51391,1.16,Premium,H,I1,61.7,62,2368,6.68,6.64,4.11,B
51392,0.71,Fair,D,VS2,55.6,73,2368,6.01,5.96,3.33,A
51393,0.71,Very Good,G,VS1,63.5,56,2368,5.67,5.63,3.59,B
51394,0.66,Premium,F,VS1,60.8,58,2368,5.67,5.64,3.44,B
51395,0.71,Premium,D,SI2,62.8,57,2368,5.69,5.64,3.56,B
51396,0.51,Very Good,E,VVS1,59.7,59,2369,5.19,5.2,3.1,B
51397,0.73,Very Good,I,VS2,62.2,57,2369,5.75,5.76,3.58,B
51398,0.72,Very Good,I,VS1,63.5,57,2369,5.66,5.68,3.6,B
51399,0.74,Good,H,VS2,57.5,57,2369,5.94,6.01,3.44,A
51400,0.7,Premium,F,VS2,61.1,62,2369,5.69,5.64,3.46,B
51401,0.74,Premium,D,SI1,59.5,60,2369,5.95,5.88,3.52,B
51402,0.77,Premium,H,SI1,60.7,58,2369,5.95,5.91,3.6,B
51403,0.56,Ideal,D,VS1,61.6,57,2369,5.33,5.29,3.27,A
51404,0.7,Fair,F,VS2,65.5,57,2369,5.55,5.41,3.59,A
51405,0.71,Very Good,F,SI1,63.7,56,2370,5.63,5.67,3.6,B
51406,0.54,Premium,E,VVS1,62.7,58,2370,5.16,5.21,3.25,B
51407,0.97,Ideal,J,I1,61.6,54,2370,6.34,6.28,3.89,A
51408,0.7,Good,E,SI1,58.3,64,2370,5.77,5.69,3.34,A
51409,0.71,Ideal,E,SI2,61.7,57,2370,5.72,5.76,3.54,A
51410,0.79,Premium,H,SI2,62.8,57,2370,5.91,5.88,3.7,B
51411,0.73,Premium,I,VS1,61.2,59,2371,5.82,5.84,3.57,B
51412,0.73,Premium,I,VS1,60.3,58,2371,5.83,5.87,3.53,B
51413,0.8,Premium,F,SI2,58.5,62,2371,6.08,6.05,3.55,B
51414,0.52,Ideal,E,VVS2,61.9,55,2371,5.15,5.19,3.2,A
51415,0.77,Good,E,SI2,58.1,63,2371,6.02,6.06,3.5,A
51416,0.76,Ideal,H,SI1,62.4,55,2371,5.87,5.83,3.65,A
51417,0.7,Ideal,G,VS2,62.1,55,2371,5.63,5.61,3.49,A
51418,0.62,Ideal,F,VS1,61.2,54,2371,5.55,5.52,3.39,A
51419,0.72,Ideal,H,SI2,61.3,56,2372,5.75,5.77,3.53,A
51420,0.53,Ideal,G,IF,62.1,57,2372,5.16,5.21,3.22,A
51421,0.75,Very Good,F,SI1,63.5,56,2372,5.75,5.71,3.64,B
51422,0.75,Premium,E,SI2,63,58,2372,5.78,5.71,3.62,B
51423,0.57,Ideal,E,VVS2,62.5,54,2372,5.35,5.28,3.32,A
51424,0.85,Good,J,VS1,63.6,57,2372,6.01,5.94,3.8,A
51425,0.71,Fair,D,SI1,66.3,56,2372,5.61,5.49,3.68,A
51426,0.7,Very Good,F,SI1,61.5,58,2373,5.65,5.7,3.49,B
51427,0.7,Good,F,VS2,64.3,59,2373,5.6,5.56,3.59,A
51428,0.77,Good,G,SI1,63.7,54,2373,5.85,5.8,3.71,A
51429,0.61,Ideal,E,VS2,61.3,55,2373,5.48,5.45,3.35,A
51430,0.63,Ideal,D,VS2,62.1,55,2373,5.5,5.52,3.42,A
51431,0.7,Ideal,D,SI2,62.6,57,2373,5.63,5.68,3.54,A
51432,0.7,Premium,F,SI2,62.5,60,2373,5.66,5.61,3.52,B
51433,0.73,Very Good,D,SI2,60.3,60,2374,5.82,5.89,3.53,B
51434,0.93,Very Good,F,I1,61.3,59,2374,6.22,6.27,3.83,B
51435,0.7,Very Good,D,SI1,62.5,63,2374,5.7,5.63,3.54,B
51436,0.55,Ideal,E,VVS2,61.9,56,2374,5.25,5.29,3.26,A
51437,0.74,Ideal,I,VS2,61.9,57,2374,5.83,5.81,3.6,A
51438,0.54,Ideal,E,VVS2,61.1,57,2375,5.27,5.24,3.21,A
51439,0.71,Very Good,E,SI2,61.9,63,2375,5.74,5.69,3.54,B
51440,0.81,Ideal,H,SI2,61.4,57,2375,6,5.96,3.67,A
51441,0.74,Ideal,H,SI1,62.1,56,2375,5.86,5.84,3.63,A
51442,0.7,Ideal,H,SI1,61.7,57,2375,5.7,5.68,3.51,A
51443,0.7,Premium,H,VS1,61.8,62,2375,5.69,5.63,3.5,B
51444,0.7,Premium,G,SI1,58.6,62,2375,5.83,5.8,3.41,B
51445,0.77,Premium,I,VS2,60.3,58,2375,5.96,5.94,3.59,B
51446,1.07,Fair,G,I1,64.8,56,2375,6.53,6.43,4.2,A
51447,0.7,Ideal,G,VS2,62.9,56,2375,5.7,5.65,3.57,A
51448,0.7,Ideal,E,SI2,60.5,56,2375,5.8,5.77,3.5,A
51449,0.5,Ideal,D,VVS2,60.7,57,2376,5.2,5.15,3.14,A
51450,0.55,Premium,F,VS2,62.5,58,2376,5.25,5.22,3.27,B
51451,0.55,Premium,F,VS2,62.7,58,2376,5.28,5.25,3.3,B
51452,0.6,Premium,H,VS1,60.8,59,2376,5.49,5.43,3.32,B
51453,0.9,Fair,H,SI2,66,63,2376,5.89,5.79,3.86,A
51454,0.75,Fair,D,SI1,65.1,57,2376,5.64,5.6,3.66,A
51455,0.72,Ideal,H,VS2,62.8,57,2376,5.74,5.7,3.59,A
51456,0.71,Ideal,H,SI2,62.6,56,2376,5.65,5.75,3.57,A
51457,0.73,Ideal,G,SI2,61.1,57,2376,5.8,5.82,3.55,A
51458,0.71,Ideal,I,SI1,62.2,55,2376,5.7,5.75,3.56,A
51459,0.71,Ideal,I,SI1,61.4,56,2376,5.73,5.77,3.53,A
51460,0.72,Premium,E,SI2,62.6,59,2376,5.74,5.7,3.58,B
51461,0.7,Premium,E,SI2,62,60,2376,5.72,5.67,3.53,B
51462,0.7,Premium,E,SI2,62.1,57,2376,5.68,5.6,3.5,B
51463,1.2,Fair,I,I1,66.7,57,2376,6.57,6.05,4.37,A
51464,1.2,Fair,I,I1,65.1,55,2376,6.65,6.59,4.31,A
51465,1.2,Fair,G,I1,66.6,57,2376,6.57,6.5,4.34,A
51466,0.72,Premium,H,SI1,61.5,59,2376,5.71,5.67,3.5,B
51467,0.9,Fair,G,SI2,65.4,57,2376,6.01,5.97,3.98,A
51468,0.72,Very Good,E,SI2,63.5,59,2376,5.66,5.61,3.58,B
51469,0.72,Premium,E,SI2,62.9,58,2376,5.74,5.68,3.59,B
51470,0.7,Ideal,E,SI2,61,56,2376,5.78,5.72,3.51,A
51471,0.84,Ideal,J,VS2,60.7,56,2376,6.17,6.12,3.73,A
51472,0.7,Very Good,H,VS2,62.7,59,2377,5.59,5.64,3.52,B
51473,0.73,Very Good,H,SI1,62.6,58,2377,5.75,5.76,3.6,B
51474,0.73,Ideal,H,SI1,62.9,58,2377,5.72,5.75,3.61,A
51475,0.73,Ideal,G,SI1,61.7,60,2377,5.77,5.8,3.57,A
51476,0.78,Premium,I,SI1,60.8,60,2377,5.97,5.94,3.62,B
51477,0.47,Ideal,D,VVS1,61.9,54,2378,4.98,5,3.09,A
51478,0.75,Ideal,G,SI2,62.5,55,2378,5.82,5.77,3.62,A
51479,0.54,Ideal,D,VS1,61.3,56,2378,5.3,5.27,3.24,A
51480,1.05,Premium,G,I1,61.7,59,2378,6.58,6.47,4.02,B
51481,0.78,Good,E,SI2,64,57,2379,5.84,5.81,3.73,A
51482,0.87,Very Good,J,SI1,63.1,60,2379,6.03,5.96,3.78,B
51483,0.74,Ideal,F,SI1,60.4,56,2379,5.86,5.83,3.53,A
51484,0.58,Ideal,F,VVS2,62.5,56,2380,5.29,5.34,3.32,A
51485,0.58,Ideal,F,VVS2,61.9,56,2380,5.35,5.38,3.32,A
51486,0.55,Ideal,F,VVS1,61.9,55,2380,5.27,5.3,3.27,A
51487,0.7,Premium,G,VS2,63,57,2381,5.67,5.6,3.55,B
51488,0.7,Ideal,F,VS1,62.2,55,2381,5.72,5.69,3.55,A
51489,0.71,Ideal,F,SI1,62.9,57,2381,5.71,5.65,3.57,A
51490,0.75,Good,I,VVS1,63.9,61,2381,5.7,5.67,3.63,A
51491,0.71,Premium,F,SI1,63,59,2381,5.69,5.62,3.56,B
51492,0.71,Premium,F,SI1,61.6,60,2381,5.79,5.73,3.55,B
51493,0.71,Premium,F,SI1,62.7,58,2381,5.74,5.68,3.58,B
51494,0.71,Premium,F,SI1,61.6,57,2381,5.73,5.7,3.52,B
51495,0.7,Good,F,VS1,64,57,2381,5.62,5.54,3.57,A
51496,0.7,Fair,F,VS1,64.5,57,2381,5.65,5.58,3.62,A
